Production_budget,Worldwide_gross
700000.00,4911725.00
60000.00,4917.00
12000000.00,4922166.00
70000.00,4930.00
9000000.00,4934104.00
2500000.00,4934356.00
15000000.00,4956401.00
30000000.00,4967493.00
4750000.00,4972016.00
12000000.00,4984663.00
33000000.00,40013645.00
7500000.00,40016662.00
24000000.00,40020622.00
4000000.00,40103262.00
50000000.00,40119848.00
15000000.00,40127259.00
80000000.00,40147042.00
62000000.00,40159017.00
7000000.00,40190464.00
15000000.00,40283321.00
25000000.00,40286416.00
5000000.00,40311842.00
39000000.00,40319440.00
16000000.00,40363530.00
40000000.00,40435694.00
3500000.00,40454520.00
8000000.00,40468071.00
10000000.00,40485039.00
30000000.00,40520649.00
3500000.00,40527719.00
3500000.00,40622.00
65000000.00,40650842.00
18000000.00,40651864.00
25000000.00,40686409.00
10000000.00,40744960.00
10000000.00,40749230.00
50000000.00,40786480.00
25000000.00,40796145.00
15000000.00,40862054.00
7000000.00,40940662.00
28000000.00,40966716.00
200000000.00,400062763.00
10000.00,401.00
170000000.00,401021746.00
170000000.00,401779739.00
105000000.00,402156682.00
150000000.00,402231063.00
37000000.00,402280159.00
125000000.00,402448265.00
94000000.00,404561724.00
175000000.00,405760225.00
50000.00,406299.00
125000000.00,406348630.00
500000.00,407100.00
5000000.00,407488.00
6000000.00,408159.00
70702619.00,408250578.00
104000000.00,408803696.00
195000000.00,409953905.00
10000000.00,41004412.00
7000000.00,41038.00
50000000.00,41042583.00
26000000.00,41059418.00
25000000.00,41076865.00
2200000.00,41158757.00
18000000.00,41166033.00
42000000.00,41267469.00
5500000.00,41268579.00
40000000.00,41294674.00
20000000.00,41296320.00
18000000.00,41300105.00
8000000.00,41334735.00
20000000.00,41342180.00
58000000.00,41348628.00
18000000.00,41382841.00
6900000.00,41410568.00
30000000.00,41457834.00
45000000.00,41467606.00
50000000.00,41476097.00
33000000.00,41495213.00
11000000.00,41503089.00
25000000.00,41560117.00
65000000.00,41636243.00
50000000.00,41642166.00
100000.00,41656474.00
35000000.00,41666476.00
5000000.00,41699612.00
12000000.00,41744718.00
3500000.00,41752120.00
22000000.00,41771168.00
24000000.00,41798224.00
5000000.00,41824066.00
5000000.00,41833347.00
3800000.00,41914.00
25000000.00,41921590.00
12000000.00,41924774.00
42000000.00,41926605.00
20000000.00,41975388.00
50000000.00,41982227.00
25000000.00,410945720.00
190000000.00,411002906.00
35000000.00,411348924.00
7000000.00,411874.00
25000000.00,412800000.00
900000.00,413733.00
12000.00,413802.00
1500000.00,414404.00
8000000.00,414617.00
1125000.00,414736.00
57500000.00,415247258.00
120000000.00,416168316.00
80000000.00,416385488.00
115000000.00,416456852.00
225000000.00,417341288.00
90000000.00,417650237.00
155000000.00,418186950.00
1500000.00,418953.00
1600000.00,419428.00
6000000.00,42000000.00
50000000.00,42002029.00
35000000.00,42064105.00
18000000.00,42091262.00
1700000.00,42137871.00
13000000.00,42174545.00
13000000.00,42195766.00
10000000.00,42226657.00
21000000.00,42273609.00
6000000.00,42320503.00
8470000.00,42355526.00
8000000.00,42376425.00
1000000.00,42411721.00
25000000.00,42425450.00
13000000.00,42446455.00
6500000.00,42488161.00
17000000.00,42493506.00
450000.00,42503.00
30000000.00,42531076.00
600000.00,42557.00
50000000.00,42598498.00
11800000.00,42666442.00
300000.00,42735.00
10000000.00,42776032.00
30000000.00,42799060.00
5000000.00,42844516.00
6000000.00,42873730.00
5800000.00,421021.00
3000000.00,421404.00
400000.00,423.00
50000.00,424149.00
19000000.00,424208842.00
85000000.00,427230516.00
150000000.00,427300260.00
120000000.00,428028233.00
12000000.00,428214478.00
1000000.00,428535.00
135000.00,429448.00
8000000.00,43000000.00
5700000.00,43044087.00
16000000.00,43057552.00
55000000.00,43070915.00
45000000.00,43100570.00
15000000.00,43111725.00
12000000.00,43153588.00
35000000.00,43226146.00
17000000.00,43248374.00
18000000.00,43308707.00
45000000.00,43343247.00
12000000.00,43353117.00
18000000.00,43402515.00
30000000.00,43440721.00
7500000.00,43492389.00
8500000.00,43528634.00
25000000.00,43530281.00
65000000.00,43545364.00
32000000.00,43603990.00
27500000.00,43607627.00
21000000.00,43632609.00
20000000.00,43658157.00
6000000.00,43700000.00
21000000.00,43728560.00
1000000.00,43756.00
4000000.00,43766463.00
36000000.00,43797731.00
16500000.00,43848100.00
20000000.00,43888531.00
12000000.00,43924923.00
21000000.00,43928932.00
10000000.00,43948865.00
78000000.00,43957541.00
55000000.00,43980363.00
15000000.00,430821168.00
142000000.00,431942139.00
155000000.00,432150894.00
14000000.00,432645872.00
150000000.00,432743947.00
170000000.00,433058296.00
36000000.00,433375769.00
400000.00,433588.00
8000000.00,433732.00
80000000.00,434439140.00
98000000.00,435040395.00
420000.00,437002.00
6000000.00,437089.00
65000000.00,438421116.00
20000000.00,438707031.00
160000000.00,438899824.00
84000000.00,439341710.00
200000.00,439651.00
25000000.00,44005073.00
12500000.00,44083403.00
6900000.00,44103982.00
5000000.00,44115496.00
23000000.00,44195779.00
9000000.00,44196684.00
8000000.00,44197.00
12000000.00,44200000.00
18000000.00,44263413.00
29000000.00,44264271.00
27000000.00,44270131.00
27000000.00,44342956.00
5500000.00,44357515.00
30000000.00,44359512.00
15000000.00,44400000.00
10000000.00,44451470.00
400000.00,44452.00
3750000.00,44462.00
20000000.00,44513466.00
747000.00,44566.00
10000000.00,44567606.00
85000000.00,44650003.00
200000.00,44701.00
13000000.00,44726644.00
500000.00,44793168.00
5000000.00,44793222.00
3600000.00,44796329.00
20000000.00,44821299.00
25000000.00,44942821.00
40000000.00,44948240.00
19000000.00,44972183.00
11000000.00,44998252.00
5300000.00,440821.00
25000000.00,441286003.00
140000000.00,441767803.00
4000000.00,442550.00
850000.00,442638.00
70000000.00,443483213.00
20000000.00,444005853.00
130000000.00,444043396.00
8000000.00,446438.00
145000000.00,448191819.00
151500000.00,449239853.00
150000000.00,449326618.00
100000000.00,449841566.00
25000.00,45000000.00
30000000.00,45015999.00
26000000.00,45043870.00
23000000.00,45060480.00
27000000.00,45160110.00
20000000.00,45173738.00
22000000.00,45273464.00
16000000.00,45284974.00
50000000.00,45285890.00
17000000.00,45312217.00
19000000.00,45325009.00
29000000.00,45336404.00
12500000.00,45557491.00
35000000.00,45671512.00
17000000.00,45707924.00
10000000.00,45779.00
21000000.00,45785720.00
40000000.00,45916769.00
3500000.00,45960255.00
750000.00,450.00
450000.00,450349.00
85000000.00,450728529.00
60000000.00,454161935.00
110000000.00,456258539.00
140000000.00,456810575.00
8000000.00,456814.00
40000000.00,457507776.00
103000000.00,457683805.00
80000000.00,457697994.00
9900000.00,458054.00
8000000.00,458232.00
210000000.00,459260946.00
11000000.00,46060861.00
50000000.00,46112640.00
400000.00,46122713.00
40000000.00,46176322.00
15000000.00,46189568.00
20000000.00,46255763.00
5000000.00,46263525.00
20000000.00,46285504.00
47000000.00,46293855.00
35000000.00,46309644.00
12500000.00,46370970.00
43000000.00,46414530.00
30000000.00,46438538.00
7000000.00,46488.00
15000000.00,46526243.00
18000000.00,46594261.00
45000000.00,46598133.00
20000000.00,46604054.00
20000000.00,46627836.00
6000000.00,46634275.00
40000000.00,46666955.00
12000000.00,46730578.00
28000000.00,46752858.00
25000000.00,46777347.00
51000000.00,46815807.00
9000000.00,46843430.00
20000000.00,46844357.00
9000000.00,461581.00
70000000.00,461630558.00
800000.00,462206.00
7000000.00,463039.00
40000000.00,463730.00
102000000.00,465195589.00
65000000.00,465421959.00
35000000.00,465487583.00
2000000.00,466106.00
190000000.00,467381584.00
60000000.00,468084718.00
80000000.00,469500298.00
70000000.00,469566806.00
15000000.00,47011449.00
25000000.00,47017620.00
40000000.00,47083412.00
18000000.00,47158652.00
15000000.00,47175038.00
55000000.00,47213095.00
33000000.00,47267829.00
7000000.00,47289758.00
20000000.00,47300771.00
10000000.00,47305.00
750000.00,47329.00
60000000.00,47371191.00
52000000.00,47407635.00
8500000.00,47417251.00
3000000.00,47469.00
20000000.00,47508505.00
4000000.00,47552.00
7000000.00,47554973.00
20000000.00,47666013.00
16000000.00,47707417.00
20000000.00,47719647.00
15000000.00,47721314.00
18975000.00,47751015.00
8000000.00,47782426.00
40000000.00,47787943.00
60000000.00,47818913.00
56000000.00,47856383.00
20000000.00,47879572.00
20000000.00,47881663.00
35000000.00,47896721.00
30000000.00,47902566.00
4500000.00,47923795.00
12000000.00,470700000.00
93000000.00,470986200.00
1000000.00,473769.00
48000000.00,474171806.00
2800000.00,475000.00
32500000.00,475106177.00
1000000.00,475367.00
150000000.00,475825484.00
2000000.00,475846.00
20000000.00,476624.00
15000000.00,476684675.00
12000000.00,477693.00
1900000.00,478595.00
8000000.00,48000000.00
23000000.00,48043998.00
85000000.00,48056764.00
65000000.00,48164150.00
50000000.00,48169156.00
35000000.00,48169910.00
30000000.00,48330757.00
32500000.00,48425971.00
37000000.00,48446802.00
44000000.00,48478084.00
25000000.00,48530887.00
300000.00,48539.00
35000000.00,48543388.00
30000000.00,48559999.00
45000000.00,48563556.00
30000000.00,48575965.00
2800000.00,48577431.00
60000000.00,48585416.00
20000000.00,48680977.00
31000000.00,48791187.00
11900000.00,48856.00
20000000.00,48958353.00
21000000.00,48977233.00
150000000.00,483152040.00
3000000.00,483938.00
81000000.00,484468608.00
10800000.00,484873045.00
125000000.00,485004754.00
65000000.00,485035085.00
110000000.00,486124090.00
90000000.00,487519809.00
185000000.00,489346495.00
152000000.00,489592267.00
25000.00,489792.00
14000000.00,49022827.00
43000000.00,49037621.00
25000000.00,49042224.00
50000000.00,49105766.00
6000000.00,49155371.00
12700000.00,49196532.00
60000000.00,49238525.00
70000000.00,49252761.00
13000000.00,49369899.00
60000000.00,49473093.00
10000000.00,49486874.00
10000000.00,49503265.00
6800000.00,49526.00
45000000.00,49610898.00
42000000.00,49621440.00
120000000.00,49628177.00
38000000.00,49678401.00
40000000.00,49686263.00
70000000.00,49730854.00
13000000.00,49733545.00
11000000.00,49793054.00
4000000.00,49800000.00
20000000.00,49823037.00
50000000.00,49842431.00
40000000.00,49851591.00
19000000.00,49858465.00
15000000.00,49894223.00
7000000.00,49924079.00
200000000.00,490359051.00
150000000.00,490875846.00
50000000.00,491812794.00
7000000.00,492108.00
130000000.00,492846291.00
125000000.00,493214888.00
3400000.00,493905.00
165000000.00,494870992.00
88000000.00,495700000.00
165000000.00,496511521.00
2500000.00,497195.00
90000000.00,498438212.00
26000000.00,5000.00
22000000.00,5000000.00
3716946.00,5000000.00
2900000.00,5000000.00
210000.00,5000000.00
13000000.00,5002310.00
30000000.00,5015080.00
7000000.00,5017971.00
400000.00,5028948.00
20000000.00,5031975.00
800000.00,5034794.00
10000000.00,5045359.00
21000000.00,5046038.00
1500000.00,5046118.00
3000000.00,5073.00
19000000.00,5103675.00
7500000.00,5142858.00
10000000.00,5149131.00
13000000.00,5175088.00
1400000.00,5175745.00
27000000.00,5204007.00
15000000.00,5217498.00
100000.00,5228617.00
18000000.00,5235719.00
10000000.00,5241315.00
9600000.00,5256839.00
550000.00,5269990.00
1300000.00,5273000.00
9500000.00,5278632.00
5000000.00,5288136.00
12000000.00,5295909.00
25000000.00,5297411.00
20000000.00,5313608.00
8000000.00,5314194.00
20000000.00,5345869.00
1070000.00,5348767.00
2000000.00,5361.00
2627000.00,5363000.00
2700000.00,5377665.00
5000000.00,5378425.00
1000000.00,5382.00
1000000.00,5391992.00
2750000.00,5394447.00
1500000.00,5396.00
1600000.00,5400000.00
12000000.00,5400624.00
1250000.00,5403771.00
75000000.00,5409517.00
3300000.00,5422740.00
4500000.00,5428387.00
7000000.00,5430822.00
10000000.00,5437126.00
5000000.00,5438120.00
1000000.00,5438911.00
29200000.00,5466698.00
38000000.00,5473041.00
5000000.00,5476060.00
5000000.00,5476793.00
2200000.00,5482242.00
1000000.00,5494.00
5000000.00,5502773.00
9000000.00,5512151.00
25000000.00,5516708.00
750000.00,5520368.00
3200000.00,5526942.00
20000000.00,5531756.00
12000000.00,5549923.00
1400000.00,5552584.00
30000000.00,5575648.00
40000000.00,5578259.00
1900000.00,5617067.00
19200000.00,5617460.00
500000.00,5639730.00
25000000.00,5654777.00
8000000.00,5656388.00
18000000.00,5675599.00
9000000.00,5680796.00
28000000.00,5686694.00
2500000.00,5690220.00
2400000.00,5691854.00
5500000.00,5692941.00
20000000.00,5694213.00
7000000.00,5694308.00
8000000.00,5696391.00
8000000.00,5706168.00
3500000.00,5706638.00
3000000.00,5732587.00
19000000.00,5745503.00
3000000.00,5746453.00
25000000.00,5778353.00
14000000.00,5782198.00
1000000.00,5797192.00
9200000.00,5806666.00
16000000.00,5825314.00
18000000.00,5828466.00
4200000.00,5835247.00
3000000.00,5837111.00
1000000.00,5839322.00
1800000.00,5849791.00
150000.00,5858.00
13000000.00,5871603.00
1000000.00,5892466.00
20000000.00,5918742.00
3000000.00,5922292.00
3500000.00,5926177.00
2000000.00,5941994.00
11000000.00,5942218.00
10000000.00,5950002.00
15000000.00,5953886.00
19100000.00,5965646.00
4000000.00,5966671.00
50000000.00,5983043.00
33500000.00,50000000.00
15000000.00,50003303.00
50000000.00,50054511.00
15000000.00,50057660.00
50000000.00,50068310.00
40000000.00,50071069.00
10000000.00,50100000.00
16000000.00,50103808.00
30000000.00,50145607.00
36000000.00,50159144.00
73000000.00,50168294.00
53000000.00,50187789.00
3300000.00,50206.00
48000000.00,50315140.00
8500000.00,50334418.00
35000000.00,50363790.00
58000000.00,50365498.00
25000000.00,50401502.00
75000000.00,50409753.00
13000000.00,50445860.00
5500000.00,50458356.00
16000000.00,50517763.00
27500000.00,50578411.00
80000000.00,50632037.00
60000000.00,50648806.00
25000000.00,50692188.00
54000000.00,50719373.00
25000000.00,50738810.00
10000000.00,50752337.00
26000000.00,50800000.00
8000000.00,50811858.00
23000000.00,50813834.00
8300000.00,50827466.00
37500000.00,50879131.00
20000000.00,50948811.00
38000000.00,50970660.00
2400000.00,500296.00
28000000.00,504050219.00
2500000.00,507446.00
13000000.00,509193.00
6000000.00,509424.00
30000000.00,51041856.00
30000000.00,51078541.00
7000000.00,51204567.00
30000000.00,51327406.00
20000000.00,51445503.00
6000000.00,51485382.00
250000.00,51540.00
1000000.00,51587.00
30000000.00,51618420.00
10000000.00,51620593.00
22000000.00,51695362.00
25000000.00,51702929.00
19000000.00,51733921.00
25000000.00,51800758.00
40000000.00,51867723.00
10000000.00,51945949.00
4500000.00,51957.00
18000000.00,51973029.00
1500000.00,510957.00
90000000.00,511358276.00
75000000.00,511669509.00
100000000.00,515392660.00
65000000.00,516279.00
60000000.00,516567575.00
15500000.00,517262.00
22000000.00,517600000.00
130000000.00,518858449.00
21000000.00,52037603.00
15000000.00,52189039.00
12000000.00,52223306.00
8000000.00,52287414.00
10000000.00,52293000.00
6000000.00,52302978.00
30000000.00,52339566.00
25000000.00,52367022.00
1500000.00,52429.00
200000.00,52443.00
15000000.00,52460543.00
15000000.00,52461017.00
25000000.00,52543354.00
16000000.00,52545707.00
25000000.00,52568099.00
35000000.00,52649951.00
40000000.00,52837989.00
30000000.00,52880016.00
11000000.00,52929168.00
50000000.00,52987754.00
140000000.00,521170825.00
129000000.00,522189138.00
8000000.00,524747.00
10000.00,527.00
72500000.00,527071022.00
65000000.00,527093622.00
150000000.00,527268280.00
125000000.00,527965936.00
500000.00,528.00
15000000.00,528731.00
160000000.00,529076069.00
175000000.00,529290830.00
178000000.00,529530715.00
15000000.00,529766.00
30000000.00,53048539.00
8000000.00,53068955.00
52000000.00,53139168.00
37000000.00,53143144.00
23000000.00,53182088.00
20000000.00,53191101.00
500000.00,53201.00
31000000.00,53208180.00
35000000.00,53293628.00
30000000.00,53296424.00
1000000.00,53365925.00
4000000.00,53401938.00
13000000.00,53424681.00
35000000.00,53425292.00
10000000.00,53559.00
30000000.00,53572822.00
40000000.00,53624424.00
16000000.00,53774833.00
11000000.00,53797409.00
50000000.00,53850527.00
40000000.00,53864342.00
35000000.00,53899.00
55000000.00,53913573.00
20000000.00,53976987.00
16000000.00,53977250.00
8000000.00,531139.00
7000000.00,531222.00
190000000.00,531514650.00
5600000.00,531806.00
180000000.00,532508025.00
135000000.00,532938302.00
95000000.00,534551353.00
125000000.00,535663443.00
2000000.00,539961.00
29000000.00,54045832.00
30000000.00,54052249.00
10000000.00,54104225.00
25000000.00,54160818.00
53000000.00,54207112.00
6500000.00,54215416.00
70000000.00,54243125.00
16000000.00,54294169.00
13200000.00,54323210.00
75000000.00,54344321.00
26000000.00,54393687.00
20000000.00,54404202.00
68000000.00,54462971.00
33000000.00,54533774.00
80000000.00,54540662.00
72000000.00,54616869.00
1300000.00,54665.00
35000000.00,54768418.00
13000000.00,54837234.00
60000000.00,54994757.00
178000000.00,542537546.00
1000000.00,542909.00
14200000.00,543306.00
69000000.00,543464573.00
58000000.00,547326372.00
23000000.00,547969004.00
1000000.00,549185.00
120000000.00,549588516.00
2500000.00,549632.00
500000.00,55000.00
1500000.00,55000000.00
17000000.00,55041738.00
3000000.00,55193251.00
40000000.00,55247881.00
40000000.00,55249159.00
25000000.00,55279608.00
28000000.00,55307857.00
50000000.00,55348693.00
25000000.00,55443032.00
50000000.00,55489826.00
27000000.00,55495466.00
500000.00,55518641.00
15000000.00,55534455.00
20000000.00,55576699.00
25000000.00,55598481.00
31400000.00,55613061.00
7000000.00,55617866.00
15000000.00,55669466.00
20000000.00,55686944.00
40000000.00,55696705.00
22000000.00,55762229.00
45000000.00,55842724.00
37000000.00,55909910.00
15000000.00,55934178.00
20000000.00,55975672.00
207000000.00,550517357.00
2400000.00,552188.00
1000000.00,552614.00
60720000.00,554516671.00
140000000.00,554600000.00
185000000.00,554606532.00
130000000.00,554987477.00
7500000.00,555335.00
125000000.00,555840117.00
50000000.00,556016627.00
75000000.00,556559566.00
12000000.00,557545.00
115000000.00,559757719.00
29000000.00,56000339.00
25000000.00,56042592.00
1400000.00,56073.00
50000000.00,56077088.00
30000000.00,56096200.00
12000000.00,56131239.00
11000000.00,56178935.00
6500000.00,56215095.00
42000000.00,56331864.00
20000000.00,56398875.00
25000000.00,56434942.00
42000000.00,56438555.00
19000000.00,56445534.00
1100000.00,56491.00
25000000.00,56505065.00
16000000.00,56506120.00
7000000.00,56586901.00
50000000.00,56643267.00
5500000.00,56653.00
60000000.00,56709981.00
6000000.00,56797392.00
20000000.00,56822960.00
65000000.00,56824633.00
5000000.00,56868677.00
50000000.00,56890649.00
35000000.00,56968169.00
80000000.00,56984219.00
200000000.00,560155383.00
185000000.00,561072059.00
4000000.00,563711.00
110000000.00,563749323.00
2600000.00,564474.00
12000000.00,57000000.00
7000000.00,57051053.00
13000000.00,57189408.00
18000000.00,57193655.00
27000000.00,57229890.00
17000000.00,57263440.00
4000000.00,57273049.00
20000000.00,57293371.00
13000000.00,57300000.00
40000000.00,57438389.00
11500000.00,57469179.00
18000000.00,57490024.00
22000000.00,57520063.00
12000000.00,57577765.00
15000000.00,57586606.00
60000000.00,57604723.00
45000000.00,57697426.00
38000000.00,57753825.00
36000000.00,57824533.00
60000000.00,57833603.00
42000000.00,57852177.00
13700000.00,57892332.00
35000000.00,57897191.00
15000000.00,57907734.00
38600000.00,57987299.00
40000000.00,570998101.00
135000000.00,573068425.00
2300000.00,574838.00
10000000.00,575371.00
150000000.00,579278642.00
110000000.00,579446407.00
16500000.00,58011485.00
57500000.00,58085235.00
14000000.00,58090525.00
800000.00,58163.00
30000000.00,58228460.00
25000000.00,58240458.00
3000000.00,58240487.00
40000000.00,58250151.00
80000000.00,58270391.00
38000000.00,58394308.00
35000000.00,58405313.00
40000000.00,58501127.00
65000000.00,58545540.00
19000000.00,58571513.00
11000000.00,58586407.00
45000000.00,58617334.00
1500000.00,58692.00
70000000.00,58757178.00
23000000.00,58807172.00
6000000.00,58809149.00
32000000.00,58855626.00
40000000.00,58855732.00
1200000.00,58936.00
10000000.00,58939035.00
70000000.00,58953319.00
5000000.00,58978477.00
425000.00,581304.00
5000000.00,584499.00
186000000.00,585171547.00
150000000.00,585532684.00
260000000.00,585727091.00
80000000.00,586464305.00
90000000.00,587790539.00
8000000.00,589308.00
15000000.00,59168692.00
25000000.00,59183821.00
100000.00,59424.00
58000000.00,59431365.00
32000000.00,59450353.00
17700000.00,59505509.00
45000000.00,59551283.00
1000000.00,59567035.00
50000000.00,59596747.00
20000000.00,59667625.00
9500000.00,59675307.00
2300000.00,59696.00
550000.00,59754601.00
40000000.00,59795070.00
100000000.00,59918422.00
2500000.00,59922558.00
8000000.00,590817.00
230000000.00,591692078.00
2500000.00,593933.00
102000000.00,594420283.00
1200000.00,595018.00
4000000.00,596335.00
150000000.00,599680774.00
18000000.00,6000000.00
10000000.00,6000000.00
4000000.00,6000000.00
1288000.00,6002370.00
1600000.00,6026908.00
10000000.00,6030047.00
1000000.00,6030129.00
22000000.00,6047691.00
2000000.00,6049171.00
10000000.00,6089100.00
20000000.00,6093725.00
1200000.00,6100000.00
13500000.00,6118683.00
100000.00,6121582.00
26000000.00,6154172.00
5000000.00,6157157.00
6000000.00,6176114.00
916000.00,6188421.00
25000000.00,6192757.00
10000000.00,6197866.00
12000000.00,6200000.00
20000000.00,6201757.00
5000000.00,6205034.00
6000000.00,6216897.00
2000000.00,6225304.00
3000000.00,6226386.00
10000000.00,6244618.00
200000.00,6260.00
13000000.00,6276869.00
50000000.00,6291602.00
80000000.00,6300451.00
2000000.00,6328516.00
40000000.00,6341825.00
15000000.00,6379575.00
2500000.00,6401336.00
6500000.00,6423605.00
1500000.00,6424420.00
39000000.00,6429865.00
2850000.00,6435262.00
35000000.00,6448817.00
3500000.00,6451628.00
13000000.00,6459183.00
30000000.00,6460758.00
10000000.00,6491969.00
38000000.00,6504442.00
55000000.00,6521829.00
7000000.00,6537179.00
15000000.00,6551310.00
14000000.00,6552255.00
12000000.00,6553186.00
15000000.00,6563402.00
6500000.00,6568446.00
11000000.00,6586324.00
5000000.00,6590172.00
6000000.00,6591365.00
2686000.00,6600000.00
16000000.00,6615452.00
200000.00,6618578.00
50000000.00,6626115.00
8000000.00,6632950.00
10000000.00,6646669.00
5000000.00,6653715.00
5000000.00,6656705.00
32000000.00,6678033.00
140000.00,6706368.00
11000000.00,6712903.00
10000000.00,6719864.00
18000000.00,6734844.00
5000000.00,6755271.00
22000000.00,6756412.00
15000000.00,6775458.00
25000000.00,6792768.00
5800000.00,6800000.00
1800000.00,6800000.00
6750000.00,6812530.00
21000000.00,6830957.00
8400000.00,6831069.00
9600000.00,6842580.00
6000000.00,6852450.00
1000000.00,6870.00
3000000.00,6879730.00
20000000.00,6882696.00
17900000.00,6908640.00
2500000.00,6916951.00
4900000.00,6924321.00
20000000.00,6947084.00
3250000.00,6965361.00
12000000.00,6982680.00
10000000.00,6998359.00
12000000.00,60000000.00
9400000.00,60000000.00
55000000.00,60209334.00
18000000.00,60217171.00
68000000.00,60265197.00
18000000.00,60278166.00
70000000.00,60279822.00
50000000.00,60282876.00
35000000.00,60376247.00
13000000.00,60413950.00
42000000.00,60437727.00
30000000.00,60512680.00
27000000.00,60527873.00
5000000.00,60611845.00
77600000.00,60680125.00
25000000.00,60694737.00
30000000.00,60772856.00
28000000.00,60780981.00
20000000.00,60831067.00
40000000.00,60862471.00
17500000.00,60865364.00
500000.00,602789.00
217000000.00,602893340.00
66000.00,602920.00
21000000.00,606162.00
132000000.00,606836535.00
52000000.00,608078943.00
1300000.00,609042.00
70000000.00,61031932.00
5000000.00,61149753.00
6500000.00,61294644.00
26000000.00,61308153.00
15000000.00,61400000.00
30000000.00,61449135.00
45000000.00,61475984.00
32000000.00,61477797.00
35000000.00,61492104.00
10000000.00,61603136.00
30000000.00,61623819.00
125000000.00,61642798.00
125000000.00,61698899.00
35000000.00,61721826.00
15000000.00,61788393.00
15000000.00,61847.00
5500000.00,61865947.00
38000000.00,61894591.00
7800000.00,61925449.00
30000000.00,61950770.00
825000.00,610776.00
10000000.00,611032.00
127000000.00,614228432.00
145000000.00,614586270.00
3500000.00,615816.00
375000.00,617172.00
75000000.00,618638999.00
120000000.00,619310368.00
33000000.00,62020814.00
43000000.00,62063972.00
11000000.00,62076141.00
57000000.00,62097495.00
28000000.00,62108587.00
72000000.00,62176754.00
50000000.00,62209892.00
40000000.00,62226214.00
250000.00,62375.00
15000000.00,62401343.00
30000000.00,62432423.00
13000000.00,62452927.00
12000000.00,62500000.00
800000.00,62544.00
4000000.00,62546695.00
10000000.00,62556228.00
34000000.00,62582520.00
60000000.00,62599159.00
8000000.00,62599495.00
5300000.00,62633705.00
18000000.00,62646763.00
20000000.00,62758010.00
65000000.00,62761005.00
34800000.00,62831715.00
50000000.00,62967368.00
24000000.00,62989834.00
170000000.00,621156389.00
12000000.00,622273.00
25000000.00,622313635.00
17000000.00,623088.00
130000000.00,623144660.00
14000000.00,623292.00
38000000.00,623374.00
150000000.00,624234272.00
8800000.00,624747.00
150000000.00,626549695.00
1000000.00,627287.00
18000000.00,627422.00
1000000.00,63014.00
43000000.00,63078756.00
12000000.00,63118386.00
28000000.00,63129909.00
4000000.00,63180.00
64000000.00,63200000.00
35000000.00,63211088.00
15700000.00,63288854.00
10000000.00,63320521.00
10000000.00,63354114.00
90000000.00,63356133.00
55000000.00,63408614.00
10000000.00,63465522.00
26000000.00,63489752.00
55000000.00,63537164.00
2000000.00,63555.00
53000000.00,63657941.00
15000000.00,63706632.00
1150000.00,63777092.00
42000000.00,63781100.00
34000000.00,63802928.00
15000000.00,63954968.00
125000000.00,630163454.00
10000000.00,630427.00
35000000.00,630779.00
92000000.00,631441092.00
130000000.00,631910531.00
75000000.00,634454789.00
1750000.00,634803.00
1300000.00,635305.00
150000000.00,636627423.00
2000000.00,636706.00
6500000.00,64148.00
30000000.00,64170447.00
35000000.00,64188387.00
5000000.00,64200321.00
22000000.00,64220196.00
15000000.00,64232714.00
15000000.00,64252038.00
24000000.00,64282881.00
30000000.00,64352607.00
4000000.00,64359.00
1000000.00,64364198.00
28000000.00,64474705.00
50000000.00,64477051.00
25000000.00,64594061.00
25000000.00,64605762.00
9000000.00,64686515.00
16000000.00,64733391.00
150000000.00,644602516.00
5000000.00,648183.00
30000000.00,648599.00
160000000.00,648986787.00
35000000.00,65063726.00
35000000.00,65084116.00
19000000.00,65090541.00
30000000.00,65121280.00
15000000.00,65167430.00
1500000.00,65245512.00
40000000.00,65282732.00
35000000.00,65303052.00
30000000.00,65343694.00
30000000.00,65390493.00
70000000.00,65409046.00
20000000.00,65457811.00
10000000.00,65520633.00
45000000.00,65532491.00
12000000.00,65532576.00
45000000.00,65595141.00
95000000.00,65700000.00
26000000.00,65705772.00
90000000.00,65716126.00
40000000.00,65754228.00
4000000.00,65813793.00
18000000.00,65842412.00
30000000.00,65859911.00
36000000.00,65967750.00
75000000.00,651899282.00
165000000.00,652127828.00
200000000.00,652220086.00
215000000.00,654213485.00
140000000.00,654310819.00
108000000.00,655271443.00
400000.00,655538.00
300000000.00,655945209.00
115000000.00,656695615.00
20000000.00,66143005.00
35000000.00,66295121.00
54000000.00,66520529.00
25000000.00,66540205.00
80000000.00,66554547.00
60000000.00,66655938.00
30000000.00,66742138.00
20000000.00,66776576.00
42000000.00,66787173.00
45000000.00,66790248.00
85000000.00,66941559.00
20000000.00,66950887.00
50000000.00,66961644.00
1700000.00,661221.00
165000000.00,664597759.00
150000000.00,664837547.00
225000000.00,667999518.00
24000000.00,669276.00
37000000.00,67029956.00
55000000.00,67130045.00
15000000.00,67182787.00
20000000.00,67192859.00
15000000.00,67215435.00
30000000.00,67255916.00
60000000.00,67312826.00
24000000.00,67348218.00
5000000.00,67505.00
26000000.00,67647574.00
250000.00,67665.00
18000000.00,67683989.00
45000000.00,67789151.00
13000000.00,67867998.00
20000000.00,67950723.00
8000000.00,67984118.00
40000000.00,672806292.00
1800000.00,673.00
